"","log2FoldChange","logCPM","LR","pvalue","padj","identifier","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
"8707",0.932719089034184,-0.598874158683758,14.8850748603097,0.000114263460771449,0.828524354053776,"ENSG00000204904","LINC01545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8708",0,-1.97480200150664,0,1,1,"ENSG00000211840","TRAJ49",9606,28706,"NULL","14","14q11","T cell receptor alpha joining 49","other","TRAJ49","T cell receptor alpha joining 49","O","NULL"
"8709",-0.644688048511464,-1.58222163163661,3.40813772493703,0.0648756220804036,1,"ENSG00000244573","RPL30P11",9606,100271303,"NULL","12","12p13.1","ribosomal protein L30 pseudogene 11","pseudo","RPL30P11","ribosomal protein L30 pseudogene 11","O","NULL"
"8710",-1.1437129867829,5.10017606694287,99.9398049335217,1.57099947616271e-23,1.49244950235457e-19,"ENSG00000135917","SLC19A3",9606,80704,"NULL","2","2q37","solute carrier family 19, member 3","protein-coding","SLC19A3","solute carrier family 19, member 3","O","thTr-2|thiamine transporter 2"
"8711",-0.641895268472397,-1.9092953498321,2.55443166545162,0.109985359512742,1,"ENSG00000181616","OR52H1",9606,390067,"NULL","11","11p15.4","olfactory receptor, family 52, subfamily H, member 1","protein-coding","OR52H1","olfactory receptor, family 52, subfamily H, member 1","O","olfactory receptor 52H1|olfactory recept"
"8712",0.0459169480734749,8.05228301815006,0.747171008436851,0.387373386968524,1,"ENSG00000149600","COMMD7",9606,149951,"RP11-503P21.3","20","20q11.21","COMM domain containing 7","protein-coding","COMMD7","COMM domain containing 7","O","COMM domain-containing protein 7"
"8713",-0.977716236472325,-1.87327917927241,6.13218962047323,0.0132742373522338,1,"ENSG00000271070","GMCL1P2",9606,100420975,"NULL","2","NULL","germ cell-less, spermatogenesis associated 1 pseudogene 2","pseudo","GMCL1P2","germ cell-less, spermatogenesis associated 1 pseudogene 2","O","NULL"
"8714",0.0430209586495002,-1.92147990817006,0.00670678972997507,0.934730216794525,1,"ENSG00000232382","OR5K1",9606,26339,"NULL","3","3q11.2","olfactory receptor, family 5, subfamily K, member 1","protein-coding","OR5K1","olfactory receptor, family 5, subfamily K, member 1","O","olfactory receptor 5K1|olfactory recepto"
"8715",0,-1.97480200150664,0,1,1,"ENSG00000207197","SNORD116-12",9606,100033424,"NULL","15","15q11.2","small nucleolar RNA, C/D box 116-12","snoRNA","SNORD116-12","small nucleolar RNA, C/D box 116-12","O","NULL"
"8716",0.0730826309860549,-1.97065828046869,0.324180449242972,0.569106112732497,1,"ENSG00000210191","MT-TL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8717",-0.764852952414422,-1.95263857830156,5.24385038540893,0.0220244762697048,1,"ENSG00000221938","OR2A14",9606,135941,"NULL","7","7q35","olfactory receptor, family 2, subfamily A, member 14","protein-coding","OR2A14","olfactory receptor, family 2, subfamily A, member 14","O","olfactory receptor 2A14|olfactory recept"
"8718",0.0717156107949323,-1.97122615754848,0.323878915132529,0.569285830899141,1,"ENSG00000250566","UGT2B29P",9606,54568,"NULL","4","4q13","UDP glucuronosyltransferase 2 family, polypeptide B29 pseudogene","pseudo","UGT2B29P","UDP glucuronosyltransferase 2 family, polypeptide B29 pseudogene","O","NULL"
"8719",-0.622175957251345,9.97532782188672,20.2133767886571,6.92668770432976e-06,0.053037647752053,"ENSG00000115468","EFHD1",9606,80303,"PP3051","2","2q37.1","EF-hand domain family, member D1","protein-coding","EFHD1","EF-hand domain family, member D1","O","EF-hand domain-containing protein 1|EF-h"
"8720",-1.33458039745238,-1.10447878725863,23.4512780860208,1.28117580097285e-06,0.0100636359166417,"ENSG00000188050","RNF133",9606,168433,"NULL","7","7q31.32","ring finger protein 133","protein-coding","RNF133","ring finger protein 133","O","E3 ubiquitin-protein ligase RNF133"
"8721",-0.542253223881653,-1.9231607201618,1.85811270745439,0.172842778985177,1,"ENSG00000231069","BX842568.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8722",-0.545420016676723,0.247810430029199,13.9196896249878,0.00019078935705815,1,"ENSG00000245275","SAP30L-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8723",-0.882842689693869,-0.0681210078221216,25.7561368955129,3.87393239044078e-07,0.00309217283404983,"ENSG00000272431","RP11-281O15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8724",0.0707453720010597,-1.97155302010084,0.323658177591296,0.56941746351145,1,"ENSG00000261053","NAMPTP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8725",2.6142503371112,4.75650707713589,90.0701329570117,2.29865657025676e-21,2.16234623564054e-17,"ENSG00000120322","PCDHB8",9606,56128,"NULL","5","5q31","protocadherin beta 8","protein-coding","PCDHB8","protocadherin beta 8","O","PCDH-beta-8|protocadherin beta-8|protoca"
"8726",-0.598357794167054,-1.95910869029993,4.08707357795578,0.0432123985668019,1,"ENSG00000207264","RNU6-15P",9606,100302741,"NULL","10","NULL","RNA, U6 small nuclear 15, pseudogene","snRNA","RNU6-15P","RNA, U6 small nuclear 15, pseudogene","O","NULL"
"8727",-0.864008275076959,-1.16443517407485,11.4771379560958,0.000704575483922715,1,"ENSG00000272411","RP11-44B19.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8728",0,-1.97480200150664,0,1,1,"ENSG00000227633","RBMY2YP",9606,379024,"NULL","Y","Yq11.223","RNA binding motif protein, Y-linked, family 2, member Y pseudogene","pseudo","RBMY2YP","RNA binding motif protein, Y-linked, family 2, member Y pseudogene","O","NULL"
"8729",-1.11158832802624,3.73676382664576,74.1501034810464,7.2397286960981e-18,6.68371753223777e-14,"ENSG00000246339","EXTL3-AS1",9606,340414,"NULL","8","8p21.1","EXTL3 antisense RNA 1","miscRNA","EXTL3-AS1","EXTL3 antisense RNA 1","O","NULL"
"8730",0.455673058155334,9.55199359954752,65.2733507044683,6.51970654098067e-16,5.93945265883339e-12,"ENSG00000173230","GOLGB1",9606,2804,"NULL","3","3q13","golgin B1","protein-coding","GOLGB1","golgin B1","O","372 kDa Golgi complex-associated protein"
"8731",-0.778827328218998,8.50475306930697,30.8855943294596,2.73695869777713e-08,0.000224594830739591,"ENSG00000133134","BEX2",9606,84707,"RP1-79P11.1","X","Xq22","brain expressed X-linked 2","protein-coding","BEX2","brain expressed X-linked 2","O","brain-expressed X-linked protein 2|hBex2"
"8732",0,-1.97480200150664,0,1,1,"ENSG00000274301","MIR3179-1",9606,100422960,"NULL","16","16p13.11","microRNA 3179-1","miscRNA","MIR3179-1","microRNA 3179-1","O","NULL"
"8733",0,-1.97480200150664,0,1,1,"ENSG00000229949","AC005094.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8734",-0.100403059777756,-1.95466414689367,0.0910428376533048,0.762855566267399,1,"ENSG00000240665","LSP1P2",9606,100873967,"NULL","3","NULL","lymphocyte-specific protein 1 pseudogene 2","pseudo","LSP1P2","lymphocyte-specific protein 1 pseudogene 2","O","NULL"
"8735",-0.599459597779025,-1.80272483923276,2.26630446184116,0.1322148430099,1,"ENSG00000235018","RP11-11M20.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8736",0.0821633083500821,0.433224992473013,0.0501752247016043,0.82275864982929,1,"ENSG00000167767","KRT80",9606,144501,"NULL","12","12q13.13","keratin 80","protein-coding","KRT80","keratin 80","O","CK-80|K80|cytokeratin-80|keratin b20|ker"
"8737",-0.550640357122672,-1.5837852019617,1.64644676621319,0.199443235969669,1,"ENSG00000260123","RP11-326A19.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8738",-0.410918341687861,5.24850545590705,3.86511684604599,0.0492997608805905,1,"ENSG00000163864","NMNAT3",9606,349565,"FKSG76","3","3q23","nicotinamide nucleotide adenylyltransferase 3","protein-coding","NMNAT3","nicotinamide nucleotide adenylyltransferase 3","O","NMN adenylyltransferase 3|NaMN adenylylt"
"8739",0.779901432145584,9.07486426678101,55.7146632879422,8.37909556113868e-14,7.49593888899466e-10,"ENSG00000156587","UBE2L6",9606,9246,"NULL","11","11q12","ubiquitin-conjugating enzyme E2L 6","protein-coding","UBE2L6","ubiquitin-conjugating enzyme E2L 6","O","retinoic acid induced gene B protein|ret"
"8740",0.134864015293348,1.16829497898445,0.267947461962621,0.604711967114331,1,"ENSG00000278931","bP-2189O9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8741",0.0189697236536473,7.70272515776762,0.0580032359178517,0.809680204000044,1,"ENSG00000189180","ZNF33A",9606,7581,"NULL","10","10p11.2","zinc finger protein 33A","protein-coding","ZNF33A","zinc finger protein 33A","O","brain my041 protein|zinc finger and ZAK-"
"8742",0,-1.97480200150664,0,1,1,"ENSG00000260504","RP11-558A11.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8743",-1.04532922356561,3.29565080708018,23.4814631031629,1.26123119797448e-06,0.00991075475368346,"ENSG00000272511","RP11-180N14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8744",3.70258389663714,0.930096258165873,173.083826159027,1.56914329984882e-39,1.54168329210146e-35,"ENSG00000218586","RP4-791C19.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8745",0.20555809841267,-1.96381445950914,0.969541187986803,0.324794631939885,1,"ENSG00000254529","RP11-583F24.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8746",0.294555033298021,2.23784153685884,2.69850010246103,0.100442699389084,1,"ENSG00000187808","SOWAHD",9606,347454,"NULL","X","Xq24","sosondowah ankyrin repeat domain family member D","protein-coding","SOWAHD","sosondowah ankyrin repeat domain family member D","O","ankyrin repeat domain 58|ankyrin repeat "
"8747",-1.13711043675147,-1.90987195007741,8.00670778173111,0.00466043892730921,1,"ENSG00000170613","FAM71B",9606,153745,"HSD51","5","5q33.3","family with sequence similarity 71, member B","protein-coding","FAM71B","family with sequence similarity 71, member B","O","protein FAM71B"
"8748",-1.07195610719665,-1.90677357562797,7.2669509552551,0.00702349338464342,1,"ENSG00000240478","RP11-416O18.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8749",-0.290630019520601,7.0336678236407,7.41779406155311,0.00645819455111979,1,"ENSG00000109586","GALNT7",9606,51809,"NULL","4","4q31.1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)","protein-coding","GALNT7","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)","O","N-acetylgalactosaminyltransferase 7|UDP-"
"8750",-0.451778386345232,-1.9538393131203,1.80745735524559,0.178813545266562,1,"ENSG00000259178","CTD-2184D3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8751",0.308677133758566,-1.21934474553159,1.13410165938942,0.286902135583641,1,"ENSG00000242094","FOXP1-IT1",9606,100506815,"NULL","3","NULL","FOXP1 intronic transcript 1 (non-protein coding)","unknown","FOXP1-IT1","FOXP1 intronic transcript 1 (non-protein coding)","O","NULL"
"8752",0.760561566875954,4.57103248842426,19.6546097544102,9.27792136610978e-06,0.0706328153601938,"ENSG00000135378","PRRG4",9606,79056,"NULL","11","11p13","proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)","protein-coding","PRRG4","proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)","O","proline-rich Gla protein 4|proline-rich "
"8753",-0.316061871125953,3.22961739557307,1.37355822077492,0.241201471726083,1,"ENSG00000142606","MMEL1",9606,79258,"RP3-395M20.11-001","1","1p36","membrane metallo-endopeptidase-like 1","protein-coding","MMEL1","membrane metallo-endopeptidase-like 1","O","NEP2(m)|membrane metallo-endopeptidase-l"
"8754",-0.63296199617431,8.3999392040803,78.1320501945744,9.63774431841765e-19,8.93515275760501e-15,"ENSG00000163660","CCNL1",9606,57018,"BM-001","3","3q25.31","cyclin L1","protein-coding","CCNL1","cyclin L1","O","cyclin L ania-6a|cyclin L gamma|cyclin-L"
"8755",0.949320446932222,7.04226862815462,105.970247628233,7.48506173528161e-25,7.14149740163219e-21,"ENSG00000180787","ZFP3",9606,124961,"NULL","17","17p13.2","ZFP3 zinc finger protein","protein-coding","ZFP3","ZFP3 zinc finger protein","O","zfp-3|zinc finger protein 3 homolog|zinc"
"8756",0.0730941211485176,-1.97065285030734,0.324182937983807,0.569104629871863,1,"ENSG00000249838","SUMO2P7",9606,100131823,"NULL","17","17q21.33","SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 7","pseudo","SUMO2P7","SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene 7","O","NULL"
"8757",-0.0442359690078297,-1.95170161961084,0.0137683663711385,0.906591672671477,1,"ENSG00000214330","ABCD1P5",9606,642762,"hCG_2042779","2","2p11.1","ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 5","pseudo","ABCD1P5","ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 5","O","NULL"
"8758",-1.35320072872342,4.4454481034299,27.2145945915269,1.8207901855772e-07,0.00146573609938964,"ENSG00000042832","TG",9606,7038,"NULL","8","8q24","thyroglobulin","protein-coding","TG","thyroglobulin","O","NULL"
"8759",0,-1.97480200150664,0,1,1,"ENSG00000200630","Y_RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8760",0.525818359252348,8.3103415310453,66.8413150608922,2.9426580439658e-16,2.68900092057595e-12,"ENSG00000080345","RIF1",9606,55183,"NULL","2","2q23.3","RAP1 interacting factor homolog (yeast)","protein-coding","RIF1","RAP1 interacting factor homolog (yeast)","O","rap1-interacting factor 1 homolog|telome"
"8761",0.456238590090715,6.88243191403426,20.4161757359254,6.23009674820702e-06,0.0477910721554961,"ENSG00000147650","LRP12",9606,29967,"NULL","8","8q22.2","low density lipoprotein receptor-related protein 12","protein-coding","LRP12","low density lipoprotein receptor-related protein 12","O","low-density lipoprotein receptor-related"
"8762",1.05545696308314,6.55123277553989,98.6811770850258,2.96608005300328e-23,2.81243710625771e-19,"ENSG00000198093","ZNF649",9606,65251,"NULL","19","19q13.41","zinc finger protein 649","protein-coding","ZNF649","zinc finger protein 649","O","NULL"
"8763",-0.725594807480525,-1.93071043761962,3.55466745540895,0.059378204807596,1,"ENSG00000242087","RPL36AP41",9606,100271644,"NULL","12","12q14.2","ribosomal protein L36a pseudogene 41","pseudo","RPL36AP41","ribosomal protein L36a pseudogene 41","O","NULL"
"8764",-0.298279103927296,-1.96528058774917,1.34514658333586,0.246128393086818,1,"ENSG00000238190","HMGB1P15",9606,644129,"NULL","X","Xp11.22","high mobility group box 1 pseudogene 15","pseudo","HMGB1P15","high mobility group box 1 pseudogene 15","O","NULL"
"8765",0.0951607295788243,7.85784496901959,2.46208823148905,0.11662364341529,1,"ENSG00000137171","KLC4",9606,89953,"NULL","6","6p21.1","kinesin light chain 4","protein-coding","KLC4","kinesin light chain 4","O","KLC 4|kinesin-like 8|kinesin-like protei"
"8766",0.138969764090005,-1.96799906726168,0.646521317075356,0.421359151987008,1,"ENSG00000177689","MAGEB10",9606,139422,"NULL","X","Xp21.3","melanoma antigen family B, 10","protein-coding","MAGEB10","melanoma antigen family B, 10","O","MAGE family testis and tumor-specific pr"
"8767",-1.01999992874545,7.74398357908054,173.454332242426,1.30241416846886e-39,1.2800126447712e-35,"ENSG00000147454","SLC25A37",9606,51312,"HT015","8","8p21.2","solute carrier family 25 (mitochondrial iron transporter), member 37","protein-coding","SLC25A37","solute carrier family 25 (mitochondrial iron transporter), member 37","O","mitochondrial iron transporter 1|mitocho"
"8768",0,-1.97480200150664,0,1,1,"ENSG00000213655","CTD-2347I17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8769",0,-1.97480200150664,0,1,1,"ENSG00000251756","RNA5SP385",9606,100873640,"NULL","14","NULL","RNA, 5S ribosomal pseudogene 385","rRNA","RNA5SP385","RNA, 5S ribosomal pseudogene 385","O","NULL"
"8770",0.692994413762442,7.36620109903101,26.801235386856,2.25493139543903e-07,0.0018125138556539,"ENSG00000275464","CH507-9B2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8771",0.072746684282101,-1.97081172267384,0.324107350755824,0.569149670195401,1,"ENSG00000253058","RNA5SP437",9606,100873686,"NULL","17","NULL","RNA, 5S ribosomal pseudogene 437","rRNA","RNA5SP437","RNA, 5S ribosomal pseudogene 437","O","NULL"
"8772",-1.42066869378393,-1.0729304250241,37.2611489118016,1.03322609792803e-09,8.72972730139391e-06,"ENSG00000234841","RP11-119H12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8773",-2.50373753936706,-1.17398215494668,130.826686193116,2.70196357493321e-30,2.61604113325033e-26,"ENSG00000255378","PRR23D2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8774",0.485328545150435,7.95191655828036,29.7621989034588,4.88423194109372e-08,0.000398357957115603,"ENSG00000262814","MRPL12",9606,6182,"NULL","17","17q25","mitochondrial ribosomal protein L12","protein-coding","MRPL12","mitochondrial ribosomal protein L12","O","39S ribosomal protein L12, mitochondrial"
"8775",-0.583054624551456,-1.96107551889022,4.05330907994303,0.0440848489930542,1,"ENSG00000197176","RP11-76E12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8776",1.19149532023035,-1.79536757705746,2.8407078264292,0.0919037212890215,1,"ENSG00000224361","AC011239.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8777",-0.283320483280111,2.79191189693914,11.6706152976054,0.000634950074733418,1,"ENSG00000279089","RP11-481C4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8778",-1.35256574212802,0.89450441295224,73.3374580951949,1.0927430606476e-17,1.00783692483528e-13,"ENSG00000230537","RP11-305L7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8779",-0.168530387236147,-1.95902719523555,0.274073408005563,0.600612292246214,1,"ENSG00000215765","CTB-61M7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8780",0.510727727703646,-1.94189064752645,2.58067571870258,0.108175474558741,1,"ENSG00000240107","RP11-628J14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8781",-1.0802065025208,2.63225065591664,63.9766066983939,1.25905387739406e-15,1.1444799745512e-11,"ENSG00000267731","RP11-147L13.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8782",-0.230170246509787,1.13575177543906,0.882213775581505,0.347596060277574,1,"ENSG00000278249","SCARNA2",9606,677766,"NULL","1","1q13.1","small Cajal body-specific RNA 2","miscRNA","SCARNA2","small Cajal body-specific RNA 2","O","NULL"
"8783",0.660243213766348,1.78107693020772,42.5730351335806,6.80916321808439e-11,5.86405136341427e-07,"ENSG00000237126","AC073254.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8784",-0.678055869806736,-1.23790711145683,5.89865982482618,0.015152409946663,1,"ENSG00000266805","RP11-61L19.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8785",0,-1.97480200150664,0,1,1,"ENSG00000201084","Y_RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8786",-2.15557185966156,-0.427476220938714,111.433621459719,4.75461052153745e-26,4.55681872384149e-22,"ENSG00000279474","CTD-2286N8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8787",0.268293659599039,-1.96016619819333,1.29155620310584,0.255761360221912,1,"ENSG00000239471","RN7SL584P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8788",0.280375644611106,-1.92873787590824,0.45154228114275,0.501603458167155,1,"ENSG00000277119","WT1-AS_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8789",-2.14691358119998,-1.65165637398211,29.3437941447294,6.06103074597273e-08,0.00049336790272218,"ENSG00000225936","RP11-501J20.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8790",-0.0360330312961433,-0.184675946165245,0.0409244423501889,0.839683837719251,1,"ENSG00000273174","RP11-434H6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8791",1.16726682045248,7.98629604484043,169.30360660584,1.0501891725377e-38,1.03107572959752e-34,"ENSG00000139921","TMX1",9606,81542,"PSEC0085","14","14q22.1","thioredoxin-related transmembrane protein 1","protein-coding","TMX1","thioredoxin-related transmembrane protein 1","O","protein disulfide isomerase family A, me"
"8792",0.0729659482011314,-1.97071272696356,0.324155133434891,0.569121197019537,1,"ENSG00000258826","RP11-300J18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8793",0.941011290614556,9.15104208310094,97.316513423091,5.90855012827933e-23,5.59303355142921e-19,"ENSG00000184897","H1FX",9606,8971,"NULL","3","3q21.3","H1 histone family, member X","protein-coding","H1FX","H1 histone family, member X","O","histone H1x"
"8794",0.0729477589418226,-1.97072110176766,0.324151180045622,0.569123552695518,1,"ENSG00000232647","POLR3KP1",9606,100289667,"NULL","13","13q21.2","polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa pseudogene 1","pseudo","POLR3KP1","polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa pseudogene 1","O","NULL"
"8795",0,-1.97480200150664,0,1,1,"ENSG00000223889","RP11-73B2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8796",0,-1.97480200150664,0,1,1,"ENSG00000222966","SNORA40",9606,677822,"NULL","11","11q21","small nucleolar RNA, H/ACA box 40","snoRNA","SNORA40","small nucleolar RNA, H/ACA box 40","O","NULL"
"8797",0.585350894759711,10.846320415516,40.876603375964,1.62150815707543e-10,1.3888217365351e-06,"ENSG00000149806","FAU",9606,2197,"NULL","11","11q13","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed","protein-coding","FAU","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed","O","40S ribosomal protein S30|FAU-encoded ub"
"8798",-0.291344028916242,9.16584907303652,9.09896577332819,0.00255754068706204,1,"ENSG00000023287","RB1CC1",9606,9821,"NULL","8","8q11","RB1-inducible coiled-coil 1","protein-coding","RB1CC1","RB1-inducible coiled-coil 1","O","200 kDa FAK family kinase-interacting pr"
"8799",1.12355752273381,-0.171245109983217,28.9394226382604,7.46774802330213e-08,0.000606605171932832,"ENSG00000270248","CTC-471J1.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8800",-0.574699943386245,-1.74973447125947,1.30477564213088,0.253342736784425,1,"ENSG00000263893","CTD-3010D24.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8801",0.568515838135609,7.72296936646261,25.6433697833121,4.10704178731429e-07,0.00327495512120441,"ENSG00000130202","PVRL2",9606,5819,"NULL","19","19q13.2","poliovirus receptor-related 2 (herpesvirus entry mediator B)","protein-coding","PVRL2","poliovirus receptor-related 2 (herpesvirus entry mediator B)","O","herpesvirus entry protein B|nectin-2|pol"
"8802",0.386913355406801,-0.704751495319709,2.61528591797048,0.105838447029979,1,"ENSG00000213250","RBMS2P1",9606,643427,"NULL","12","12q22","RNA binding motif, single stranded interacting protein 2 pseudogene 1","pseudo","RBMS2P1","RNA binding motif, single stranded interacting protein 2 pseudogene 1","O","NULL"
"8803",0,-1.97480200150664,0,1,1,"ENSG00000211849","TRAJ40",9606,28715,"NULL","14","14q11","T cell receptor alpha joining 40","other","TRAJ40","T cell receptor alpha joining 40","O","NULL"
"8804",-0.446972821817272,-1.62341863772026,1.27164854646628,0.259457641406087,1,"ENSG00000264174","RP11-212E8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8805",0.204802612067337,-1.96410245370669,0.96903761154605,0.324920313113195,1,"ENSG00000226810","RP11-45H22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8806",0,-1.97480200150664,0,1,1,"ENSG00000207404","Y_RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8807",0.503028012697761,7.01936406602224,34.3024214760648,4.71794386036291e-09,3.9404267121751e-05,"ENSG00000116273","PHF13",9606,148479,"NULL","1","1p36.31","PHD finger protein 13","protein-coding","PHF13","PHD finger protein 13","O","PHD zinc finger protein PHF5|survival ti"
"8808",0.0209648375484664,-1.39972089657514,0.00520279657879996,0.942498122633624,1,"ENSG00000223583","RP3-476K8.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8809",-1.25676511615248,-1.64940628329179,15.3850594225723,8.76788170433748e-05,0.640493758501853,"ENSG00000218265","RPS4XP7",9606,442162,"NULL","6","6p23","ribosomal protein S4X pseudogene 7","pseudo","RPS4XP7","ribosomal protein S4X pseudogene 7","O","NULL"
"8810",-1.02376324739026,-1.84749450244815,6.80601826880508,0.00908511280993965,1,"ENSG00000232493","RPL12P11",9606,128467,"NULL","20","20q12","ribosomal protein L12 pseudogene 11","pseudo","RPL12P11","ribosomal protein L12 pseudogene 11","O","NULL"
"8811",0,-1.97480200150664,0,1,1,"ENSG00000252480","RNU6-719P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8812",0,-1.97480200150664,0,1,1,"ENSG00000207590","MIR215",9606,406997,"NULL","1","1q41","microRNA 215","miscRNA","MIR215","microRNA 215","O","NULL"
"8813",0.351270433780818,8.13108261320392,19.912231122972,8.10799387905782e-06,0.0618639932972112,"ENSG00000166128","RAB8B",9606,51762,"NULL","15","15q22.2","RAB8B, member RAS oncogene family","protein-coding","RAB8B","RAB8B, member RAS oncogene family","O","RAB-8b protein|ras-related protein Rab-8"
"8814",-0.0886913646530106,7.34543033863372,1.43952351853645,0.230216461055716,1,"ENSG00000198707","CEP290",9606,80184,"NULL","12","12q21.32","centrosomal protein 290kDa","protein-coding","CEP290","centrosomal protein 290kDa","O","Bardet-Biedl syndrome 14 protein|CTCL tu"
"8815",1.1278271648029,9.26468214416509,158.891868141136,1.97590884600584e-36,1.93401957847052e-32,"ENSG00000141424","SLC39A6",9606,25800,"NULL","18","18q12.2","solute carrier family 39 (zinc transporter), member 6","protein-coding","SLC39A6","solute carrier family 39 (zinc transporter), member 6","O","LIV-1 protein, estrogen regulated|ZIP-6|"
"8816",0,-1.97480200150664,0,1,1,"ENSG00000265024","AC073089.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8817",-0.292449114109652,-1.96627480610117,1.33930317477321,0.24715689212248,1,"ENSG00000226920","RP5-1068B5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8818",0.0719912201985379,-1.97112290466813,0.32394058752498,0.569249064360743,1,"ENSG00000237358","AC007064.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8819",0.635356083420746,8.48636452455232,57.678103850899,3.08720366165146e-14,2.77354376962767e-10,"ENSG00000105135","ILVBL",9606,10994,"NULL","19","19p13.1","ilvB (bacterial acetolactate synthase)-like","protein-coding","ILVBL","ilvB (bacterial acetolactate synthase)-like","O","acetolactate synthase homolog|acetolacta"
"8820",0,-1.97480200150664,0,1,1,"ENSG00000207401","Y_RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8821",0.28766286534132,8.01594964978358,17.5120363264918,2.85494560248826e-05,0.213435733242023,"ENSG00000117395","EBNA1BP2",9606,10969,"RP5-1034F7.2","1","1p35-p33","EBNA1 binding protein 2","protein-coding","EBNA1BP2","EBNA1 binding protein 2","O","EBNA1-binding protein 2|nuclear FGF3 bin"
