"","highExpGenes"
"ENSG00000274133",FALSE
"ENSG00000274134",FALSE
"ENSG00000274135",FALSE
"ENSG00000274139",FALSE
"ENSG00000274140",FALSE
"ENSG00000274141",FALSE
"ENSG00000274149",FALSE
"ENSG00000274150",FALSE
"ENSG00000274151",FALSE
"ENSG00000274153",FALSE
"ENSG00000274154",FALSE
"ENSG00000274155",FALSE
"ENSG00000274156",FALSE
"ENSG00000274157",FALSE
"ENSG00000274159",FALSE
"ENSG00000274160",FALSE
"ENSG00000274162",FALSE
"ENSG00000274164",FALSE
"ENSG00000274167",FALSE
"ENSG00000274168",FALSE
"ENSG00000274170",FALSE
"ENSG00000274172",FALSE
"ENSG00000274173",TRUE
"ENSG00000274177",TRUE
"ENSG00000274178",FALSE
"ENSG00000274180",TRUE
"ENSG00000274181",FALSE
"ENSG00000274182",FALSE
"ENSG00000274183",FALSE
"ENSG00000274184",FALSE
"ENSG00000274186",FALSE
"ENSG00000274188",FALSE
"ENSG00000274190",FALSE
"ENSG00000274191",FALSE
"ENSG00000274196",FALSE
"ENSG00000274197",FALSE
"ENSG00000274198",FALSE
"ENSG00000274199",FALSE
"ENSG00000274200",FALSE
"ENSG00000274203",FALSE
"ENSG00000274204",FALSE
"ENSG00000274206",FALSE
"ENSG00000274207",FALSE
"ENSG00000274209",FALSE
"ENSG00000274210",FALSE
"ENSG00000274211",TRUE
"ENSG00000274212",FALSE
"ENSG00000274213",FALSE
"ENSG00000274214",FALSE
"ENSG00000274215",FALSE
"ENSG00000274216",FALSE
"ENSG00000274219",FALSE
"ENSG00000274220",TRUE
"ENSG00000274222",FALSE
"ENSG00000274223",FALSE
"ENSG00000274225",FALSE
"ENSG00000274226",FALSE
"ENSG00000274227",FALSE
"ENSG00000274228",FALSE
"ENSG00000274230",FALSE
"ENSG00000274231",FALSE
"ENSG00000274234",FALSE
"ENSG00000274235",FALSE
"ENSG00000274237",FALSE
"ENSG00000274238",FALSE
"ENSG00000274241",FALSE
"ENSG00000274242",FALSE
"ENSG00000274244",FALSE
"ENSG00000274245",FALSE
"ENSG00000274246",FALSE
"ENSG00000274248",FALSE
"ENSG00000274250",FALSE
"ENSG00000274251",FALSE
"ENSG00000274252",FALSE
"ENSG00000274253",FALSE
"ENSG00000274255",FALSE
"ENSG00000274256",FALSE
"ENSG00000274258",FALSE
"ENSG00000274259",FALSE
"ENSG00000274261",FALSE
"ENSG00000274263",FALSE
"ENSG00000274265",TRUE
"ENSG00000274266",FALSE
"ENSG00000274267",FALSE
"ENSG00000274268",FALSE
"ENSG00000274269",FALSE
"ENSG00000274270",FALSE
"ENSG00000274272",TRUE
"ENSG00000274274",FALSE
"ENSG00000274275",FALSE
"ENSG00000274276",TRUE
"ENSG00000274277",FALSE
"ENSG00000274278",FALSE
"ENSG00000274279",FALSE
"ENSG00000274280",FALSE
"ENSG00000274281",FALSE
"ENSG00000274282",FALSE
"ENSG00000274284",FALSE
"ENSG00000274286",TRUE
"ENSG00000274289",FALSE
"ENSG00000274290",FALSE
"ENSG00000274292",TRUE
"ENSG00000274293",FALSE
"ENSG00000274294",FALSE
"ENSG00000274295",FALSE
"ENSG00000274297",FALSE
"ENSG00000274298",FALSE
"ENSG00000274299",FALSE
"ENSG00000274300",FALSE
"ENSG00000274301",FALSE
"ENSG00000274302",FALSE
"ENSG00000274303",FALSE
"ENSG00000274304",FALSE
"ENSG00000274306",FALSE
"ENSG00000274307",FALSE
"ENSG00000274308",FALSE
"ENSG00000274309",FALSE
"ENSG00000274310",FALSE
"ENSG00000274312",FALSE
"ENSG00000274314",FALSE
"ENSG00000274315",FALSE
"ENSG00000274316",FALSE
"ENSG00000274317",FALSE
"ENSG00000274319",FALSE
"ENSG00000274321",FALSE
"ENSG00000274322",FALSE
"ENSG00000274325",FALSE
"ENSG00000274326",FALSE
"ENSG00000274328",FALSE
"ENSG00000274329",FALSE
"ENSG00000274330",FALSE
"ENSG00000274331",FALSE
"ENSG00000274333",TRUE
"ENSG00000274335",FALSE
"ENSG00000274340",FALSE
"ENSG00000274341",FALSE
"ENSG00000274342",FALSE
"ENSG00000274343",FALSE
"ENSG00000274344",FALSE
"ENSG00000274346",FALSE
"ENSG00000274347",FALSE
"ENSG00000274349",TRUE
"ENSG00000274350",FALSE
"ENSG00000274351",FALSE
"ENSG00000274353",FALSE
"ENSG00000274354",FALSE
"ENSG00000274355",FALSE
"ENSG00000274356",FALSE
"ENSG00000274357",FALSE
"ENSG00000274358",FALSE
"ENSG00000274363",FALSE
"ENSG00000274364",FALSE
"ENSG00000274365",FALSE
"ENSG00000274366",FALSE
"ENSG00000274367",FALSE
"ENSG00000274368",FALSE
"ENSG00000274369",FALSE
"ENSG00000274370",FALSE
"ENSG00000274372",FALSE
"ENSG00000274373",FALSE
"ENSG00000274374",FALSE
"ENSG00000274376",FALSE
"ENSG00000274377",FALSE
"ENSG00000274378",FALSE
"ENSG00000274379",FALSE
"ENSG00000274380",FALSE
"ENSG00000274381",FALSE
"ENSG00000274383",TRUE
"ENSG00000274385",FALSE
"ENSG00000274386",FALSE
"ENSG00000274387",FALSE
"ENSG00000274388",FALSE
"ENSG00000274389",FALSE
"ENSG00000274390",FALSE
"ENSG00000274391",FALSE
"ENSG00000274395",FALSE
"ENSG00000274396",FALSE
"ENSG00000274397",FALSE
"ENSG00000274398",FALSE
"ENSG00000274400",FALSE
"ENSG00000274403",FALSE
"ENSG00000274408",FALSE
"ENSG00000274409",FALSE
"ENSG00000274414",TRUE
"ENSG00000274415",FALSE
"ENSG00000274416",FALSE
"ENSG00000274417",FALSE
"ENSG00000274419",TRUE
"ENSG00000274420",FALSE
"ENSG00000274421",FALSE
"ENSG00000274422",TRUE
"ENSG00000274423",FALSE
"ENSG00000274424",FALSE
"ENSG00000274425",TRUE
"ENSG00000274426",FALSE
"ENSG00000274427",FALSE
"ENSG00000274428",FALSE
"ENSG00000274430",FALSE
"ENSG00000274431",FALSE
"ENSG00000274432",FALSE
"ENSG00000274433",FALSE
"ENSG00000274441",FALSE
"ENSG00000274443",FALSE
"ENSG00000274444",FALSE
"ENSG00000274445",FALSE
"ENSG00000274446",FALSE
"ENSG00000274447",FALSE
"ENSG00000274448",FALSE
"ENSG00000274450",FALSE
"ENSG00000274451",FALSE
"ENSG00000274452",FALSE
"ENSG00000274453",FALSE
"ENSG00000274455",FALSE
"ENSG00000274457",FALSE
"ENSG00000274458",FALSE
"ENSG00000274459",FALSE
"ENSG00000274460",TRUE
"ENSG00000274461",FALSE
"ENSG00000274464",FALSE
"ENSG00000274466",FALSE
"ENSG00000274467",FALSE
"ENSG00000274468",FALSE
"ENSG00000274469",FALSE
"ENSG00000274470",FALSE
"ENSG00000274471",TRUE
"ENSG00000274472",FALSE
"ENSG00000274475",FALSE
"ENSG00000274478",FALSE
"ENSG00000274479",FALSE
"ENSG00000274481",FALSE
"ENSG00000274483",FALSE
"ENSG00000274484",FALSE
"ENSG00000274486",FALSE
"ENSG00000274487",TRUE
"ENSG00000274489",FALSE
"ENSG00000274490",FALSE
"ENSG00000274491",FALSE
"ENSG00000274492",FALSE
"ENSG00000274493",FALSE
"ENSG00000274494",FALSE
"ENSG00000274496",FALSE
"ENSG00000274499",FALSE
"ENSG00000274500",FALSE
"ENSG00000274501",FALSE
"ENSG00000274502",FALSE
"ENSG00000274503",FALSE
"ENSG00000274505",FALSE
"ENSG00000274507",FALSE
"ENSG00000274508",FALSE
"ENSG00000274509",FALSE
"ENSG00000274510",FALSE
"ENSG00000274512",TRUE
"ENSG00000274514",FALSE
"ENSG00000274515",FALSE
"ENSG00000274516",FALSE
"ENSG00000274519",FALSE
"ENSG00000274520",FALSE
"ENSG00000274521",FALSE
"ENSG00000274523",TRUE
"ENSG00000274524",FALSE
"ENSG00000274525",FALSE
"ENSG00000274526",FALSE
"ENSG00000274527",FALSE
"ENSG00000274528",FALSE
"ENSG00000274529",FALSE
"ENSG00000274532",FALSE
"ENSG00000274535",FALSE
"ENSG00000274536",TRUE
"ENSG00000274537",FALSE
"ENSG00000274541",FALSE
"ENSG00000274544",FALSE
"ENSG00000274547",FALSE
"ENSG00000274548",FALSE
"ENSG00000274549",FALSE
"ENSG00000274550",FALSE
"ENSG00000274551",FALSE
"ENSG00000274552",FALSE
"ENSG00000274553",FALSE
"ENSG00000274554",FALSE
"ENSG00000274555",FALSE
"ENSG00000274557",FALSE
"ENSG00000274559",FALSE
"ENSG00000274560",FALSE
"ENSG00000274561",TRUE
"ENSG00000274562",FALSE
"ENSG00000274565",TRUE
"ENSG00000274568",FALSE
"ENSG00000274569",FALSE
"ENSG00000274570",FALSE
"ENSG00000274572",FALSE
"ENSG00000274576",TRUE
"ENSG00000274578",FALSE
"ENSG00000274579",FALSE
"ENSG00000274582",FALSE
"ENSG00000274583",FALSE
"ENSG00000274584",FALSE
"ENSG00000274585",FALSE
"ENSG00000274588",FALSE
"ENSG00000274589",FALSE
"ENSG00000274590",FALSE
"ENSG00000274591",FALSE
"ENSG00000274592",FALSE
"ENSG00000274594",FALSE
"ENSG00000274596",FALSE
"ENSG00000274598",FALSE
"ENSG00000274599",FALSE
"ENSG00000274600",FALSE
"ENSG00000274601",FALSE
"ENSG00000274602",TRUE
"ENSG00000274603",FALSE
"ENSG00000274604",FALSE
"ENSG00000274605",TRUE
"ENSG00000274606",FALSE
"ENSG00000274607",FALSE
"ENSG00000274611",FALSE
"ENSG00000274612",FALSE
"ENSG00000274614",FALSE
"ENSG00000274615",TRUE
"ENSG00000274617",FALSE
"ENSG00000274618",FALSE
"ENSG00000274620",FALSE
"ENSG00000274621",FALSE
"ENSG00000274622",FALSE
"ENSG00000274624",FALSE
"ENSG00000274625",FALSE
"ENSG00000274627",TRUE
"ENSG00000274628",FALSE
"ENSG00000274629",FALSE
"ENSG00000274630",FALSE
"ENSG00000274631",FALSE
"ENSG00000274632",FALSE
"ENSG00000274633",FALSE
"ENSG00000274634",FALSE
"ENSG00000274635",FALSE
"ENSG00000274637",FALSE
"ENSG00000274640",FALSE
"ENSG00000274641",FALSE
"ENSG00000274642",FALSE
"ENSG00000274645",FALSE
"ENSG00000274647",FALSE
"ENSG00000274648",FALSE
"ENSG00000274649",FALSE
"ENSG00000274652",FALSE
"ENSG00000274653",TRUE
"ENSG00000274654",FALSE
"ENSG00000274655",FALSE
"ENSG00000274656",FALSE
"ENSG00000274658",FALSE
"ENSG00000274659",FALSE
"ENSG00000274660",FALSE
"ENSG00000274662",FALSE
"ENSG00000274663",FALSE
"ENSG00000274664",FALSE
"ENSG00000274666",FALSE
"ENSG00000274667",FALSE
"ENSG00000274668",FALSE
"ENSG00000274670",FALSE
"ENSG00000274673",FALSE
"ENSG00000274674",FALSE
"ENSG00000274677",FALSE
"ENSG00000274678",FALSE
"ENSG00000274680",FALSE
"ENSG00000274682",FALSE
"ENSG00000274683",FALSE
"ENSG00000274685",FALSE
"ENSG00000274686",FALSE
"ENSG00000274688",FALSE
"ENSG00000274689",FALSE
"ENSG00000274691",FALSE
"ENSG00000274693",FALSE
"ENSG00000274694",FALSE
"ENSG00000274695",FALSE
"ENSG00000274697",FALSE
"ENSG00000274698",FALSE
"ENSG00000274701",FALSE
"ENSG00000274702",FALSE
"ENSG00000274704",FALSE
"ENSG00000274705",FALSE
"ENSG00000274709",FALSE
"ENSG00000274711",FALSE
"ENSG00000274712",TRUE
"ENSG00000274713",FALSE
"ENSG00000274716",FALSE
"ENSG00000274717",FALSE
"ENSG00000274718",FALSE
"ENSG00000274719",FALSE
"ENSG00000274721",FALSE
"ENSG00000274723",FALSE
"ENSG00000274725",FALSE
"ENSG00000274727",FALSE
"ENSG00000274728",FALSE
"ENSG00000274730",FALSE
"ENSG00000274732",FALSE
"ENSG00000274735",FALSE
"ENSG00000274736",FALSE
"ENSG00000274737",FALSE
"ENSG00000274740",FALSE
"ENSG00000274742",FALSE
"ENSG00000274743",FALSE
"ENSG00000274744",FALSE
"ENSG00000274747",FALSE
"ENSG00000274748",FALSE
"ENSG00000274749",FALSE
"ENSG00000274750",FALSE
"ENSG00000274751",FALSE
"ENSG00000274752",FALSE
"ENSG00000274753",FALSE
"ENSG00000274755",FALSE
"ENSG00000274756",FALSE
"ENSG00000274758",FALSE
"ENSG00000274759",FALSE
"ENSG00000274760",FALSE
"ENSG00000274761",FALSE
"ENSG00000274762",FALSE
"ENSG00000274764",FALSE
"ENSG00000274765",FALSE
"ENSG00000274766",FALSE
"ENSG00000274767",FALSE
"ENSG00000274769",FALSE
"ENSG00000274770",FALSE
"ENSG00000274772",FALSE
"ENSG00000274773",FALSE
"ENSG00000274775",FALSE
"ENSG00000274776",FALSE
"ENSG00000274777",FALSE
"ENSG00000274778",FALSE
"ENSG00000274784",FALSE
"ENSG00000274787",FALSE
"ENSG00000274790",FALSE
"ENSG00000274791",FALSE
"ENSG00000274793",FALSE
"ENSG00000274794",FALSE
"ENSG00000274797",FALSE
"ENSG00000274798",FALSE
"ENSG00000274799",FALSE
"ENSG00000274800",FALSE
"ENSG00000274805",FALSE
"ENSG00000274808",TRUE
"ENSG00000274809",FALSE
"ENSG00000274810",TRUE
"ENSG00000274813",FALSE
"ENSG00000274814",FALSE
"ENSG00000274815",FALSE
"ENSG00000274816",FALSE
"ENSG00000274817",FALSE
"ENSG00000274818",FALSE
"ENSG00000274819",FALSE
"ENSG00000274820",FALSE
"ENSG00000274822",FALSE
"ENSG00000274823",FALSE
"ENSG00000274824",FALSE
"ENSG00000274825",FALSE
"ENSG00000274827",FALSE
"ENSG00000274828",TRUE
"ENSG00000274831",FALSE
"ENSG00000274832",FALSE
"ENSG00000274833",FALSE
"ENSG00000274834",FALSE
"ENSG00000274835",FALSE
"ENSG00000274836",FALSE
"ENSG00000274837",FALSE
"ENSG00000274838",FALSE
"ENSG00000274840",FALSE
"ENSG00000274841",FALSE
"ENSG00000274844",FALSE
"ENSG00000274845",FALSE
"ENSG00000274848",FALSE
"ENSG00000274849",FALSE
"ENSG00000274852",FALSE
"ENSG00000274855",FALSE
"ENSG00000274856",FALSE
"ENSG00000274859",FALSE
"ENSG00000274860",FALSE
"ENSG00000274862",FALSE
"ENSG00000274863",FALSE
"ENSG00000274864",FALSE
"ENSG00000274866",FALSE
"ENSG00000274867",FALSE
"ENSG00000274868",FALSE
"ENSG00000274869",FALSE
"ENSG00000274871",FALSE
"ENSG00000274872",FALSE
"ENSG00000274874",FALSE
"ENSG00000274877",TRUE
"ENSG00000274878",FALSE
"ENSG00000274879",FALSE
"ENSG00000274880",FALSE
"ENSG00000274883",FALSE
"ENSG00000274884",FALSE
"ENSG00000274885",FALSE
"ENSG00000274886",FALSE
"ENSG00000274888",FALSE
"ENSG00000274890",FALSE
"ENSG00000274892",FALSE
"ENSG00000274893",FALSE
"ENSG00000274895",FALSE
"ENSG00000274897",FALSE
"ENSG00000274898",FALSE
"ENSG00000274899",FALSE
"ENSG00000274900",FALSE
"ENSG00000274901",FALSE
"ENSG00000274902",FALSE
"ENSG00000274903",FALSE
"ENSG00000274904",FALSE
"ENSG00000274910",FALSE
"ENSG00000274911",FALSE
"ENSG00000274913",FALSE
"ENSG00000274915",FALSE
"ENSG00000274916",FALSE
"ENSG00000274918",FALSE
"ENSG00000274919",FALSE
"ENSG00000274922",TRUE
"ENSG00000274923",FALSE
"ENSG00000274924",FALSE
"ENSG00000274925",TRUE
"ENSG00000274927",FALSE
"ENSG00000274928",FALSE
"ENSG00000274929",FALSE
"ENSG00000274930",FALSE
"ENSG00000274932",FALSE
"ENSG00000274933",FALSE
"ENSG00000274934",FALSE
"ENSG00000274937",FALSE
"ENSG00000274940",FALSE
"ENSG00000274943",FALSE
"ENSG00000274944",FALSE
"ENSG00000274949",FALSE
"ENSG00000274951",FALSE
"ENSG00000274954",FALSE
"ENSG00000274956",FALSE
"ENSG00000274959",FALSE
"ENSG00000274961",FALSE
"ENSG00000274962",FALSE
"ENSG00000274963",FALSE
"ENSG00000274964",TRUE
"ENSG00000274966",FALSE
"ENSG00000274967",FALSE
"ENSG00000274969",FALSE
"ENSG00000274970",FALSE
"ENSG00000274973",FALSE
"ENSG00000274975",FALSE
"ENSG00000274976",FALSE
"ENSG00000274977",FALSE
"ENSG00000274978",FALSE
"ENSG00000274979",FALSE
"ENSG00000274982",FALSE
"ENSG00000274983",FALSE
"ENSG00000274984",FALSE
"ENSG00000274985",FALSE
"ENSG00000274986",FALSE
"ENSG00000274987",FALSE
"ENSG00000274988",FALSE
"ENSG00000274991",FALSE
"ENSG00000274992",FALSE
"ENSG00000274993",FALSE
"ENSG00000274994",FALSE
"ENSG00000274995",FALSE
"ENSG00000274996",FALSE
"ENSG00000274997",FALSE
"ENSG00000274998",FALSE
"ENSG00000274999",FALSE
"ENSG00000275000",FALSE
"ENSG00000275001",FALSE
"ENSG00000275002",FALSE
"ENSG00000275004",FALSE
"ENSG00000275005",FALSE
"ENSG00000275006",FALSE
"ENSG00000275010",FALSE
"ENSG00000275011",FALSE
"ENSG00000275012",FALSE
"ENSG00000275014",FALSE
"ENSG00000275015",FALSE
"ENSG00000275016",FALSE
"ENSG00000275017",FALSE
"ENSG00000275020",FALSE
"ENSG00000275022",FALSE
"ENSG00000275023",TRUE
"ENSG00000275024",FALSE
"ENSG00000275025",FALSE
"ENSG00000275026",FALSE
"ENSG00000275027",FALSE
"ENSG00000275029",FALSE
"ENSG00000275030",FALSE
"ENSG00000275033",FALSE
"ENSG00000275034",FALSE
"ENSG00000275036",FALSE
"ENSG00000275038",FALSE
"ENSG00000275039",FALSE
"ENSG00000275040",FALSE
"ENSG00000275041",FALSE
"ENSG00000275042",FALSE
"ENSG00000275043",FALSE
"ENSG00000275044",FALSE
"ENSG00000275046",FALSE
"ENSG00000275048",FALSE
"ENSG00000275052",TRUE
"ENSG00000275053",FALSE
"ENSG00000275054",FALSE
"ENSG00000275055",FALSE
"ENSG00000275056",FALSE
"ENSG00000275058",FALSE
"ENSG00000275060",FALSE
"ENSG00000275061",FALSE
"ENSG00000275064",FALSE
"ENSG00000275065",FALSE
"ENSG00000275066",TRUE
"ENSG00000275067",FALSE
"ENSG00000275068",FALSE
"ENSG00000275069",FALSE
"ENSG00000275070",FALSE
"ENSG00000275071",FALSE
"ENSG00000275072",FALSE
"ENSG00000275074",TRUE
"ENSG00000275075",FALSE
"ENSG00000275076",FALSE
"ENSG00000275077",FALSE
"ENSG00000275078",FALSE
"ENSG00000275084",FALSE
"ENSG00000275085",FALSE
"ENSG00000275088",FALSE
"ENSG00000275089",FALSE
"ENSG00000275090",FALSE
"ENSG00000275091",FALSE
"ENSG00000275092",FALSE
"ENSG00000275094",FALSE
"ENSG00000275096",FALSE
"ENSG00000275097",FALSE
"ENSG00000275098",FALSE
"ENSG00000275100",FALSE
"ENSG00000275101",FALSE
"ENSG00000275103",FALSE
"ENSG00000275105",FALSE
"ENSG00000275106",FALSE
"ENSG00000275107",FALSE
"ENSG00000275108",FALSE
"ENSG00000275109",FALSE
"ENSG00000275110",FALSE
"ENSG00000275111",TRUE
"ENSG00000275113",FALSE
"ENSG00000275114",FALSE
"ENSG00000275115",FALSE
"ENSG00000275119",FALSE
"ENSG00000275120",FALSE
"ENSG00000275121",FALSE
"ENSG00000275124",FALSE
"ENSG00000275126",FALSE
"ENSG00000275127",FALSE
"ENSG00000275128",FALSE
"ENSG00000275129",FALSE
"ENSG00000275130",FALSE
"ENSG00000275131",TRUE
"ENSG00000275132",FALSE
"ENSG00000275134",FALSE
"ENSG00000275135",FALSE
"ENSG00000275138",FALSE
"ENSG00000275139",FALSE
"ENSG00000275140",FALSE
"ENSG00000275141",FALSE
"ENSG00000275142",FALSE
"ENSG00000275143",FALSE
"ENSG00000275144",FALSE
"ENSG00000275146",FALSE
"ENSG00000275147",FALSE
"ENSG00000275149",FALSE
"ENSG00000275152",FALSE
"ENSG00000275154",FALSE
"ENSG00000275155",FALSE
"ENSG00000275157",FALSE
"ENSG00000275158",FALSE
"ENSG00000275159",FALSE
"ENSG00000275160",TRUE
"ENSG00000275161",FALSE
"ENSG00000275162",FALSE
"ENSG00000275163",FALSE
"ENSG00000275166",FALSE
"ENSG00000275167",FALSE
"ENSG00000275170",FALSE
"ENSG00000275173",FALSE
"ENSG00000275174",FALSE
"ENSG00000275175",FALSE
"ENSG00000275178",FALSE
"ENSG00000275179",FALSE
"ENSG00000275180",TRUE
"ENSG00000275182",FALSE
"ENSG00000275183",TRUE
"ENSG00000275184",FALSE
"ENSG00000275185",FALSE
"ENSG00000275186",FALSE
"ENSG00000275191",FALSE
"ENSG00000275194",FALSE
"ENSG00000275197",FALSE
"ENSG00000275198",FALSE
"ENSG00000275200",FALSE
"ENSG00000275201",FALSE
"ENSG00000275202",TRUE
"ENSG00000275206",FALSE
"ENSG00000275207",FALSE
"ENSG00000275208",FALSE
"ENSG00000275209",FALSE
"ENSG00000275210",FALSE
"ENSG00000275212",FALSE
"ENSG00000275213",FALSE
"ENSG00000275215",TRUE
"ENSG00000275216",FALSE
"ENSG00000275217",FALSE
"ENSG00000275218",FALSE
"ENSG00000275219",FALSE
"ENSG00000275220",FALSE
"ENSG00000275221",FALSE
"ENSG00000275222",FALSE
"ENSG00000275223",FALSE
"ENSG00000275224",FALSE
"ENSG00000275226",FALSE
"ENSG00000275227",FALSE
"ENSG00000275228",FALSE
"ENSG00000275229",FALSE
"ENSG00000275230",FALSE
"ENSG00000275231",FALSE
"ENSG00000275232",FALSE
"ENSG00000275233",FALSE
"ENSG00000275234",TRUE
"ENSG00000275235",FALSE
"ENSG00000275236",FALSE
"ENSG00000275238",FALSE
"ENSG00000275239",FALSE
"ENSG00000275241",FALSE
"ENSG00000275243",FALSE
"ENSG00000275248",FALSE
"ENSG00000275250",FALSE
"ENSG00000275251",FALSE
"ENSG00000275252",FALSE
"ENSG00000275254",FALSE
"ENSG00000275256",FALSE
"ENSG00000275258",FALSE
"ENSG00000275259",FALSE
"ENSG00000275261",FALSE
"ENSG00000275263",FALSE
"ENSG00000275264",FALSE
"ENSG00000275265",FALSE
"ENSG00000275266",FALSE
"ENSG00000275267",FALSE
"ENSG00000275268",FALSE
"ENSG00000275270",FALSE
"ENSG00000275271",FALSE
"ENSG00000275273",FALSE
"ENSG00000275277",FALSE
"ENSG00000275278",FALSE
"ENSG00000275279",FALSE
"ENSG00000275280",FALSE
"ENSG00000275285",FALSE
"ENSG00000275286",FALSE
"ENSG00000275287",FALSE
"ENSG00000275291",FALSE
"ENSG00000275292",FALSE
"ENSG00000275293",FALSE
"ENSG00000275294",FALSE
"ENSG00000275295",FALSE
"ENSG00000275296",FALSE
"ENSG00000275297",FALSE
"ENSG00000275301",FALSE
"ENSG00000275302",TRUE
"ENSG00000275305",FALSE
"ENSG00000275307",FALSE
"ENSG00000275309",FALSE
"ENSG00000275310",FALSE
"ENSG00000275312",FALSE
"ENSG00000275314",FALSE
"ENSG00000275315",FALSE
"ENSG00000275318",FALSE
"ENSG00000275319",FALSE
"ENSG00000275320",FALSE
"ENSG00000275322",FALSE
"ENSG00000275325",FALSE
"ENSG00000275327",FALSE
"ENSG00000275328",FALSE
"ENSG00000275329",FALSE
"ENSG00000275332",FALSE
"ENSG00000275334",FALSE
"ENSG00000275335",FALSE
"ENSG00000275337",FALSE
"ENSG00000275339",FALSE
"ENSG00000275340",FALSE
"ENSG00000275342",TRUE
"ENSG00000275343",FALSE
"ENSG00000275344",FALSE
"ENSG00000275345",FALSE
"ENSG00000275348",FALSE
"ENSG00000275350",FALSE
"ENSG00000275352",FALSE
"ENSG00000275355",FALSE
"ENSG00000275356",FALSE
"ENSG00000275358",FALSE
"ENSG00000275359",FALSE
"ENSG00000275360",FALSE
"ENSG00000275361",FALSE
"ENSG00000275362",FALSE
"ENSG00000275363",FALSE
"ENSG00000275364",FALSE
"ENSG00000275367",TRUE
"ENSG00000275370",FALSE
"ENSG00000275371",FALSE
"ENSG00000275372",FALSE
"ENSG00000275373",FALSE
"ENSG00000275374",FALSE
"ENSG00000275377",FALSE
"ENSG00000275378",FALSE
"ENSG00000275379",FALSE
"ENSG00000275381",FALSE
"ENSG00000275382",FALSE
"ENSG00000275383",FALSE
"ENSG00000275385",TRUE
"ENSG00000275386",FALSE
"ENSG00000275387",FALSE
"ENSG00000275389",FALSE
"ENSG00000275390",FALSE
"ENSG00000275391",FALSE
"ENSG00000275392",FALSE
"ENSG00000275393",FALSE
"ENSG00000275395",TRUE
"ENSG00000275398",FALSE
"ENSG00000275400",TRUE
"ENSG00000275401",FALSE
"ENSG00000275402",FALSE
"ENSG00000275403",FALSE
"ENSG00000275406",FALSE
"ENSG00000275409",FALSE
"ENSG00000275410",FALSE
"ENSG00000275411",FALSE
"ENSG00000275413",FALSE
"ENSG00000275414",FALSE
"ENSG00000275417",FALSE
"ENSG00000275418",FALSE
"ENSG00000275419",FALSE
"ENSG00000275423",FALSE
"ENSG00000275425",FALSE
"ENSG00000275426",FALSE
"ENSG00000275427",FALSE
"ENSG00000275429",FALSE
"ENSG00000275431",FALSE
"ENSG00000275432",FALSE
"ENSG00000275437",TRUE
"ENSG00000275438",FALSE
"ENSG00000275439",FALSE
"ENSG00000275441",FALSE
"ENSG00000275443",FALSE
"ENSG00000275445",FALSE
"ENSG00000275446",FALSE
"ENSG00000275447",FALSE
"ENSG00000275448",FALSE
"ENSG00000275449",FALSE
"ENSG00000275450",TRUE
"ENSG00000275451",FALSE
"ENSG00000275453",FALSE
"ENSG00000275454",FALSE
"ENSG00000275455",FALSE
"ENSG00000275457",TRUE
"ENSG00000275458",FALSE
"ENSG00000275459",FALSE
"ENSG00000275460",FALSE
"ENSG00000275461",FALSE
"ENSG00000275464",TRUE
"ENSG00000275465",FALSE
"ENSG00000275466",FALSE
"ENSG00000275467",FALSE
"ENSG00000275468",FALSE
"ENSG00000275469",FALSE
"ENSG00000275475",FALSE
"ENSG00000275476",FALSE
"ENSG00000275479",FALSE
"ENSG00000275480",FALSE
"ENSG00000275481",FALSE
"ENSG00000275484",FALSE
"ENSG00000275485",FALSE
"ENSG00000275488",FALSE
"ENSG00000275489",FALSE
"ENSG00000275490",FALSE
"ENSG00000275491",FALSE
"ENSG00000275493",FALSE
"ENSG00000275494",TRUE
"ENSG00000275496",TRUE
"ENSG00000275497",FALSE
"ENSG00000275502",FALSE
"ENSG00000275503",FALSE
"ENSG00000275504",FALSE
"ENSG00000275505",FALSE
"ENSG00000275506",FALSE
"ENSG00000275507",FALSE
"ENSG00000275508",FALSE
"ENSG00000275509",FALSE
"ENSG00000275510",FALSE
"ENSG00000275512",FALSE
"ENSG00000275515",FALSE
"ENSG00000275516",FALSE
"ENSG00000275518",FALSE
"ENSG00000275519",FALSE
"ENSG00000275520",FALSE
"ENSG00000275523",FALSE
"ENSG00000275524",FALSE
"ENSG00000275527",FALSE
"ENSG00000275529",FALSE
"ENSG00000275530",FALSE
"ENSG00000275532",FALSE
"ENSG00000275533",FALSE
"ENSG00000275534",FALSE
"ENSG00000275535",FALSE
"ENSG00000275537",FALSE
"ENSG00000275538",FALSE
"ENSG00000275540",FALSE
"ENSG00000275541",FALSE
"ENSG00000275542",FALSE
"ENSG00000275547",FALSE
"ENSG00000275549",TRUE
"ENSG00000275550",FALSE
"ENSG00000275552",FALSE
"ENSG00000275553",FALSE
"ENSG00000275554",FALSE
"ENSG00000275557",FALSE
"ENSG00000275558",FALSE
"ENSG00000275559",FALSE
"ENSG00000275560",TRUE
"ENSG00000275562",FALSE
"ENSG00000275563",FALSE
"ENSG00000275567",FALSE
"ENSG00000275569",FALSE
"ENSG00000275572",FALSE
"ENSG00000275576",FALSE
"ENSG00000275578",FALSE
"ENSG00000275580",FALSE
"ENSG00000275582",FALSE
"ENSG00000275585",FALSE
"ENSG00000275586",FALSE
"ENSG00000275588",FALSE
